product_id,product_name,category,supplier_id,unit_cost,status,brand,list_price
1641,fish_beverages,snacks,1571,11.22,discontinued,carlson_lewis,17.53
1642,month_produce,bakery,751,10.415,active,spears_freeman,11.49
1643,body_dairy,snacks,414,4.83,backordered,graham_hill,7.24
1644,necessary_dairy,snacks,1651,15.01,active,perez_lin_and_wood,25.87
1645,effect_bakery,dairy,482,17.47,backordered,scott_peterson_and_harrison,30.78
1646,develop_dairy,beverages,204,1.76,backordered,ball_henry,2.29
1647,billion_frozen_foods,frozen_foods,920,14.49,discontinued,williams_plc,17.9
1648,these_frozen_foods,snacks,35,6.1,backordered,jones_brown_and_obrien,7.62
1649,police_frozen_foods,frozen_foods,1324,11.26,backordered,golden_hawkins_and_long,18.38
1650,people_frozen_foods,produce,477,15.79,backordered,hampton_llc,21.64
1651,write_bakery,snacks,554,13.96,discontinued,decker_group,17.25
1652,ball_frozen_foods,snacks,358,5.68,discontinued,parker_macdonald_and_simmons,9.9
1653,change_produce,produce,1769,11.07,backordered,wheeler_ltd,14.84
1654,economic_beverages,bakery,1456,14.11,active,gibbs_ltd,19.27
1655,eat_frozen_foods,snacks,337,13.79,backordered,martinez_garcia_and_nelson,19.91
1656,election_beverages,bakery,34,2.62,discontinued,unknown,4.05
1657,sense_dairy,frozen_foods,1749,0.71,backordered,johnson_group,1.13
1658,among_bakery,beverages,1425,16.42,discontinued,case_ltd,22.65
1659,most_dairy,frozen_foods,171,12.06,active,rodriguez_stone,17.08
1660,plan_produce,snacks,1917,11.07,discontinued,ford_llc,15.7
1661,prevent_bakery,beverages,978,7.38,backordered,green_forbes_and_daniels,9.47
1662,often_bakery,produce,749,7.34,backordered,fernandez_glover_and_clark,122.9
1663,turn_dairy,snacks,1455,17.34,active,petty_ltd,21.68
1664,fast_beverages,beverages,1643,14.09,active,sanchez_watts,18.11
1665,approach_dairy,beverages,1163,19.74,active,rodriguez_clark,29.21
1666,bag_bakery,produce,158,11.34,discontinued,rose_tate_and_burns,18.99
1667,term_frozen_foods,dairy,661,9.7,backordered,carlson_ltd,14.61
1668,crime_beverages,snacks,984,10.11,discontinued,wood_mccullough_and_hernandez,16.21
1669,manage_dairy,produce,1870,5.75,discontinued,chavez_martinez_and_carter,8.44
1670,sign_snacks,beverages,882,11.1,backordered,martin_group,19.82
1671,movie_produce,frozen_foods,787,8.08,discontinued,butler_ltd,13.69
1672,recognize_dairy,frozen_foods,513,5.66,backordered,farley_kidd,8.69
1673,road_bakery,dairy,49,13.48,active,gonzales_flores,17.62
1674,poor_dairy,produce,596,9.62,active,frank_hull,13.9
1675,something_bakery,snacks,1675,14.35,active,brandt_rivera,17.76
1676,film_dairy,beverages,772,14.68,backordered,baker_harvey,23.36
1677,whole_produce,dairy,246,9.396744186046512,backordered,clark_and_sons,13.62
1678,mean_frozen_foods,frozen_foods,1672,17.09,backordered,le_llc,21.65
1679,everyone_beverages,snacks,1,3.36,active,williams_ltd,5.53
1680,cover_dairy,beverages,1176,13.87,backordered,carr_henderson_and_brooks,22.98
1681,stuff_frozen_foods,produce,939,18.15,active,williams_morales_and_young,28.39
1682,everyone_dairy,bakery,1442,8.5,active,rodriguez_baird_and_graham,12.03
1683,whether_dairy,produce,1011,3.41,discontinued,fritz_donaldson,5.97
1684,way_beverages,bakery,22,9.31,active,duffy_smith,16.59
1685,know_bakery,dairy,1345,16.38,active,giles_dominguez_and_bean,28.41
1686,church_frozen_foods,produce,1290,3.87,active,blackwell_smith_and_weber,4.7
1687,business_produce,bakery,619,7.54,backordered,gutierrez_and_sons,13.29
1688,travel_snacks,snacks,490,6.06,discontinued,cannon_group,9.85
1689,allow_frozen_foods,dairy,1428,13.26,discontinued,reyes_llc,15.92
1690,daughter_dairy,beverages,1066,12.33,active,williams_group,15.71
1691,team_produce,frozen_foods,1313,13.09,discontinued,page_brown,21.8
1692,newspaper_dairy,dairy,684,10.391426478449386,discontinued,unknown,32.98
1693,professor_beverages,snacks,1735,14.88,active,unknown,19.35
1694,any_frozen_foods,frozen_foods,12,2.1,active,delacruz_lopez,3.45
1695,trade_snacks,produce,316,3.18,active,johnston_wilson,4.96
1696,nor_frozen_foods,bakery,294,8.51,discontinued,stephens_newman_and_wang,11.37
1697,ago_beverages,snacks,641,10.7,discontinued,fischer_snow_and_ballard,17.52
1698,back_bakery,dairy,1256,4.33,backordered,giles_howard,6.88
1699,game_frozen_foods,frozen_foods,268,17.85,backordered,carter_martin_and_gutierrez,25.87
1700,alone_bakery,produce,1079,10.8,discontinued,moreno_mathews_and_newman,17.28
1701,past_beverages,dairy,1328,13.78,discontinued,kelly_llc,20.0
1702,fall_snacks,bakery,49,9.0,discontinued,williams_llc,13.31
1703,detail_snacks,dairy,516,15.03,discontinued,ramirez_miranda,26.02
1704,thus_beverages,frozen_foods,687,1.69,backordered,smith_inc,2.53
1705,become_beverages,produce,1711,7.63,backordered,le_larson,11.24
1706,woman_dairy,frozen_foods,355,7.85,active,reyes_daniels,13.09
1707,future_beverages,produce,402,19.99,backordered,frye_group,32.38
1708,staff_dairy,bakery,135,11.68,backordered,brown_and_sons,18.04
1709,establish_snacks,produce,1449,0.57,active,johnson_lee,0.88
1710,next_snacks,snacks,1027,10.23,discontinued,osborne_james,15.73
1711,most_produce,bakery,1074,5.07,active,welch_morales_and_edwards,7.26
1712,statement_bakery,frozen_foods,540,16.15,discontinued,martin_knapp,27.72
1713,white_frozen_foods,snacks,302,23.27087904483172,discontinued,perry_llc,33.57
1714,few_dairy,snacks,1441,2.73,active,moore_williams,4.73
1715,issue_bakery,snacks,924,10.2,discontinued,chan_ltd,14.05
1716,others_dairy,beverages,1590,19.39,active,gardner_barton,28.51
1717,everyone_bakery,produce,1371,15.91,backordered,mcgrath_wells,21.94
1718,guy_dairy,bakery,1293,14.31,active,marks_howell_and_clark,24.23
1719,create_snacks,produce,1474,7.58,active,lewis_price,9.26
1720,space_produce,frozen_foods,1865,13.35,active,castro_cox,23.76
1721,defense_frozen_foods,snacks,534,0.5,backordered,myers_group,0.76
1722,sit_beverages,bakery,1407,14.02,active,hickman_warren_and_harmon,20.51
1723,computer_produce,frozen_foods,1656,8.62,backordered,williams_williams_and_clark,11.31
1724,painting_produce,frozen_foods,857,4.66,backordered,bradley_camacho_and_patterson,7.76
1725,much_snacks,produce,762,5.385834932196252,discontinued,petty_lawrence_and_lopez,8.25
1726,end_dairy,dairy,745,12.52,discontinued,morrison_peck,18.47
1727,our_snacks,bakery,252,4.16,discontinued,moore_plc,5.68
1728,moment_frozen_foods,bakery,971,14.6,active,mccarthy_ltd,17.89
1729,firm_produce,dairy,995,33.2,discontinued,lopez_franklin_and_roberts,5.23
1730,four_bakery,bakery,1358,6.3,active,clark_elliott_and_shaffer,10.28
1731,oil_dairy,bakery,506,8.42,discontinued,cox_inc,13.13
1732,attorney_bakery,beverages,716,6.29,discontinued,mitchell_plc,7.77
1733,our_frozen_foods,produce,673,13.99,backordered,lopez_norris_and_ramirez,21.47
1734,enough_snacks,dairy,1884,14.67,discontinued,greene_inc,24.91
1735,also_produce,frozen_foods,1235,14.37,backordered,byrd_christensen,18.55
1736,know_produce,dairy,468,0.84,active,fletcher_and_sons,12.9
1737,join_frozen_foods,produce,1200,9.86,active,freeman_and_sons,13.7
1738,suddenly_beverages,frozen_foods,1960,10.49,active,garcia_plc,16.25
1739,everything_dairy,beverages,801,17.88,discontinued,walters_hopkins_and_rodriguez,29.29
1740,and_beverages,bakery,1418,15.91,backordered,patel_flowers_and_vance,21.5
1741,no_produce,snacks,600,8.16,active,foster_moore,14.15
1742,change_frozen_foods,snacks,494,17.09,active,cannon_moore,23.8
1743,information_bakery,produce,227,2.2,backordered,bullock_brandt,3.09
1744,much_snacks,produce,1147,9.53,discontinued,ortiz_sanders,12.31
1745,without_dairy,produce,110,14.5,discontinued,sims_strickland_and_fitzpatrick,19.19
1746,politics_beverages,produce,1514,19.46,discontinued,dawson_santiago_and_robles,35.0
1747,wall_frozen_foods,snacks,1807,4.25,backordered,gross_hoffman_and_griffin,5.97
1748,beat_frozen_foods,frozen_foods,564,14.35,active,kramer_ltd,19.22
1749,suffer_snacks,bakery,821,15.53,backordered,hodges_llc,26.77
1750,both_snacks,dairy,444,14.25,active,martinez_garcia_and_jones,24.72
1751,prepare_produce,snacks,587,4.32,backordered,riley_plc,5.31
1752,career_beverages,produce,686,4.6,discontinued,jennings_hood,7.73
1753,grow_snacks,frozen_foods,75,10.81,active,baker_rodriguez_and_williams,14.7
1754,assume_bakery,produce,611,1.44,active,smith_and_sons,1.92
1755,evening_dairy,snacks,1686,1.37,backordered,barrett_ltd,2.23
1756,society_frozen_foods,dairy,446,1.4,backordered,unknown,2.33
1757,resource_dairy,frozen_foods,934,0.75,backordered,unknown,1.11
1758,add_beverages,produce,1307,9.34,backordered,smith_group,12.92
1759,century_beverages,frozen_foods,563,5.68,backordered,dunn_inc,8.55
1760,site_snacks,dairy,1716,9.55,active,blake_williamson,15.5
1761,reduce_beverages,beverages,1006,10.96,backordered,munoz_inc,17.4
1762,six_produce,bakery,1484,5.11,backordered,hall_ltd,6.38
1763,half_produce,dairy,551,15.56,active,hancock_navarro,27.55
1764,him_snacks,dairy,1204,0.89,active,gonzales_and_sons,1.27
1765,report_snacks,produce,1054,9.02,backordered,smith_wright_and_peters,16.16
1766,like_beverages,beverages,1157,17.79,discontinued,ford_gordon,21.48
1767,rather_snacks,dairy,757,16.32,active,coffey_ltd,29.36
1768,natural_beverages,snacks,1368,14.43,discontinued,joseph_group,21.55
1769,yes_beverages,bakery,441,3.5,active,scott_plc,5.36
1770,evening_bakery,produce,515,11.29,backordered,meyer_and_sons,19.66
1771,wall_frozen_foods,frozen_foods,694,7.06,discontinued,jones_and_sons,8.65
1772,according_bakery,beverages,371,10.44,active,ponce_ali,7.12
1773,man_frozen_foods,produce,1160,16.93,active,mueller_james,26.32
1774,political_produce,dairy,1938,12.09,discontinued,ramirez_inc,15.11
1775,matter_frozen_foods,frozen_foods,384,10.77,active,howard_plc,16.91
1776,republican_beverages,beverages,758,8.84,active,jackson_and_sons,13.21
1777,too_bakery,beverages,1212,18.28,active,guzman_and_sons,25.36
1778,attorney_dairy,snacks,313,4.68,discontinued,powell_and_sons,7.42
1779,material_produce,bakery,1334,33.6,active,bradford_hampton,4.62
1780,small_dairy,snacks,951,15.59,backordered,sanchez_johnson,26.07
1781,mission_produce,beverages,1614,10.77,active,unknown,13.19
1782,such_dairy,beverages,1204,18.94,active,moses_orr_and_hardy,33.47
1783,significant_bakery,dairy,937,8.78,active,weiss_thompson,15.48
1784,return_beverages,bakery,1613,19.54,active,whitehead_inc,28.57
1785,trip_frozen_foods,produce,1836,3.74,backordered,jarvis_armstrong,5.05
1786,shoulder_produce,produce,73,10.6,active,navarro_group,13.91
1787,case_bakery,frozen_foods,872,13.38,backordered,garcia_meyer,19.83
1788,husband_snacks,beverages,1737,9.73,backordered,patterson_rice_and_green,17.13
1789,seat_produce,snacks,654,2.06,backordered,elliott_tran,3.18
1790,or_dairy,bakery,1947,3.01,discontinued,medina_lewis_and_hernandez,3.74
1791,democrat_produce,beverages,1370,4.87,backordered,morton_perry,8.13
1792,something_frozen_foods,snacks,1262,11.63,backordered,everett_plc,20.51
1793,miss_beverages,beverages,1316,9.97,discontinued,watson_diaz_and_newton,17.11
1794,institution_produce,frozen_foods,1432,5.89,backordered,pham_plc,7.16
1795,artist_beverages,beverages,1563,12.35,backordered,phillips_inc,15.75
1796,never_beverages,produce,1541,7.03,active,walters_aguilar,9.04
1797,program_bakery,beverages,473,3.78,active,english_salinas_and_smith,57.6
1798,woman_bakery,frozen_foods,1657,6.55,active,harrison_green,9.12
1799,exist_produce,dairy,1416,17.27,active,coleman_group,31.01
1800,ability_dairy,beverages,841,6.465848056537102,backordered,cole_ltd,10.99
1801,four_snacks,bakery,525,1.19,active,cline_group,1.65
1802,modern_produce,dairy,792,15.25,backordered,thornton_larson,21.19
1803,tax_bakery,frozen_foods,1739,11.6,active,johnson_foster,16.33
1804,hair_dairy,dairy,1295,1.88,discontinued,williams_stephens,2.93
1805,language_bakery,dairy,352,4.25,active,harvey_johnson_and_nichols,6.27
1806,practice_frozen_foods,dairy,1507,6.24,active,armstrong_sims_and_burke,10.73
1807,responsibility_bakery,frozen_foods,76,18.41,active,williams_johnson,26.39
1808,however_frozen_foods,beverages,1954,10.85,discontinued,miller_and_sons,13.63
1809,american_bakery,bakery,951,60.1,active,smith_group,8.69
1810,reach_dairy,snacks,1785,10.62,active,porter_dorsey,8.85
1811,most_beverages,bakery,927,1.18,active,unknown,1.71
1812,run_beverages,snacks,506,4.55,active,unknown,6.84
1813,affect_produce,bakery,1698,3.57,backordered,thomas_miles,5.43
1814,consumer_produce,beverages,77,12.01,active,hanson_llc,15.37
1815,bad_produce,frozen_foods,1216,13.66,discontinued,holt_hernandez_and_freeman,22.15
1816,personal_beverages,snacks,1936,5.19,discontinued,sanders_joseph_and_moses,8.56
1817,former_bakery,bakery,115,10.51,discontinued,valencia_williams,17.22
1818,whole_produce,beverages,1126,5.47,backordered,unknown,8.0
1819,customer_dairy,beverages,829,10.69,backordered,smith_hodges,16.68
1820,day_frozen_foods,dairy,1572,5.67,backordered,johnson_moore,70.19999999999999
1821,ahead_dairy,dairy,787,13.34,active,johnson_group,23.58
1822,difficult_dairy,frozen_foods,170,11.41,active,farmer_bell,16.52
1823,interview_frozen_foods,bakery,1257,10.21,discontinued,barr_lawson,14.28
1824,imagine_frozen_foods,bakery,1498,19.45,discontinued,lamb_west_and_king,32.06
1825,leg_snacks,beverages,467,9.32,active,whitehead_thompson_and_chambers,11.58
1826,former_snacks,beverages,1443,10.98,discontinued,reid_campos_and_davis,19.71
1827,reality_beverages,snacks,752,18.78,active,ramsey_plc,32.75
1828,other_snacks,snacks,300,10.42,discontinued,baxter_james_and_green,12.75
1829,party_dairy,frozen_foods,1613,5.27,active,rodriguez_plc,6.44
1830,ability_beverages,frozen_foods,1465,2.14,discontinued,campbell_arias,2.97
1831,property_beverages,bakery,1874,2.81,backordered,bush_ltd,3.71
1832,name_frozen_foods,produce,443,4.43,active,martinez_morrow,6.41
1833,nor_frozen_foods,bakery,293,14.61,backordered,mclean_plc,23.34
1834,industry_frozen_foods,frozen_foods,1344,10.93,backordered,king_lee_and_leblanc,14.89
1835,real_produce,snacks,1183,12.41,discontinued,hudson_inc,20.13
1836,simple_beverages,dairy,1061,1.99,discontinued,singh_hicks_and_johnson,2.78
1837,could_snacks,frozen_foods,1339,18.26,backordered,torres_bailey_and_wilson,32.87
1838,find_frozen_foods,frozen_foods,1437,3.3,active,white_and_sons,4.28
1839,cold_bakery,produce,515,12.38,active,gibbs_llc,17.5
1840,page_snacks,bakery,1470,0.62,active,ali_hanna_and_davis,1.0
1841,role_snacks,snacks,1264,124.88141377901114,active,park_and_sons,28.93
1842,feeling_snacks,beverages,767,1.41,backordered,conley_llc,0.5058786991452727
1843,to_snacks,beverages,1115,16.81,active,atkinson_llc,27.2
1844,drop_frozen_foods,dairy,1229,4.41,active,thornton_thompson_and_clark,6.51
1845,oil_beverages,produce,1728,1.34,active,smith_smith,1.94
1846,anything_dairy,frozen_foods,1063,3.09,active,downs_williams,4.12
1847,in_bakery,dairy,1261,18.55,backordered,davis_clarke,29.64
1848,my_bakery,produce,990,18.8,backordered,cantrell_burton_and_phillips,30.21
1849,spend_frozen_foods,snacks,155,15.79,discontinued,zavala_brewer_and_watkins,25.88
1850,sea_bakery,beverages,775,15.81,active,williams_llc,21.01
1851,value_dairy,frozen_foods,1994,17.66,active,bridges_plc,26.65
1852,after_bakery,dairy,1355,3.65,backordered,unknown,5.46
1853,interest_beverages,beverages,621,9.64,backordered,anderson_inc,13.89
1854,create_produce,snacks,1041,19.14,discontinued,unknown,28.7
1855,then_produce,dairy,550,5.07,active,gonzalez_ball,7.45
1856,second_dairy,snacks,731,5.35,discontinued,hurst_inc,6.99
1857,perhaps_dairy,snacks,1739,7.39,active,khan_llc,12.8
1858,commercial_snacks,produce,797,1.39,active,stewart_smith,1.84
1859,yourself_dairy,dairy,1864,1.96,active,ball_riddle,3.53
1860,final_dairy,frozen_foods,79,14.85,active,bryan_warren,25.68
1861,most_produce,frozen_foods,1725,15.94,backordered,harris_miller_and_thompson,22.88
1862,will_bakery,snacks,818,10.62,active,tran_turner,18.12
1863,performance_dairy,frozen_foods,169,15.64,active,gordon_garcia,20.79
1864,traditional_beverages,snacks,1054,0.77,backordered,hughes_plc,1.0
1865,lay_beverages,produce,1320,12.77,backordered,stanton_arnold_and_king,18.83
1866,decade_produce,bakery,1124,10.415,backordered,gonzales_mitchell,27.87
1867,everyone_snacks,produce,467,10.87,discontinued,buck_perez,17.5
1868,until_dairy,produce,1079,7.62,active,brown_martin,10.33
1869,bad_dairy,produce,1288,8.72,backordered,stewart_page_and_adams,11.25
1870,into_bakery,beverages,1221,10.99,discontinued,english_finley_and_wells,15.16
1871,audience_snacks,produce,1871,8.82,backordered,krause_ltd,15.32
1872,so_produce,dairy,509,11.08,discontinued,holt_ltd,13.39
1873,guess_beverages,beverages,1502,17.38,discontinued,cruz_watson_and_lawson,24.34
1874,individual_produce,produce,772,9.98,backordered,flores_owens,14.06
1875,wait_dairy,bakery,1165,7.1,backordered,gonzalez_ltd,9.6
1876,thank_frozen_foods,dairy,765,4.76,backordered,simmons_group,6.48
1877,push_snacks,beverages,1292,12.84,backordered,mccoy_bailey,15.59
1878,mother_dairy,dairy,415,8.73,discontinued,turner_cordova,14.95
1879,responsibility_beverages,bakery,1401,3.0,discontinued,perkins_faulkner_and_gordon,5.22
1880,region_produce,bakery,1772,2.16,backordered,unknown,3.33
1881,must_dairy,produce,974,17.04,discontinued,barnes_bartlett,22.44
1882,group_dairy,beverages,1048,9.22,discontinued,hudson_inc,12.19
1883,half_beverages,produce,1535,5.85,backordered,hines_plc,9.42
1884,yeah_bakery,frozen_foods,1739,4.19,backordered,castro_inc,5.35
1885,begin_produce,frozen_foods,98,19.78,active,wright_wilson,35.09
1886,then_produce,bakery,1676,4.04,backordered,unknown,7.07
1887,today_dairy,dairy,1909,6.9,backordered,unknown,9.02
1888,operation_produce,snacks,30,4.17,backordered,hughes_moore,5.1
1889,rise_dairy,frozen_foods,530,19.45,backordered,miller_plc,33.29
1890,source_snacks,snacks,1584,11.76,backordered,harris_plc,15.57
1891,future_frozen_foods,produce,684,6.89,discontinued,unknown,11.32
1892,around_produce,beverages,1176,11.75,active,baker_collier,18.03
1893,near_frozen_foods,dairy,1316,11.58,active,cooper_howe,20.41
1894,put_beverages,frozen_foods,734,7.11,backordered,caldwell_garcia,10.28
1895,shake_snacks,frozen_foods,2,10.81,backordered,lloyd_williams_and_leach,15.25
1896,find_frozen_foods,bakery,1712,6.99,discontinued,carlson_sanchez,10.51
1897,computer_frozen_foods,bakery,1684,8.62,active,mejia_stewart,13.02
1898,send_frozen_foods,frozen_foods,1685,2.26,active,guerra_snyder_and_bailey,2.75
1899,serious_bakery,bakery,1177,2.01,discontinued,tate_hernandez_and_alvarez,3.61
1900,tonight_produce,frozen_foods,918,17.61,backordered,unknown,22.97
1901,turn_snacks,bakery,325,3.57,backordered,unknown,6.16
1902,glass_snacks,dairy,279,11.57,discontinued,alvarez_and_sons,13.97
1903,space_produce,produce,1898,16.99,backordered,rhodes_llc,29.93
1904,only_produce,dairy,351,7.65,backordered,cox_smith,9.38
1905,word_produce,frozen_foods,1917,14.82,backordered,lopez_walker,23.54
1906,add_frozen_foods,produce,1162,9.965,backordered,farmer_gilmore_and_carroll,19.41
1907,really_snacks,frozen_foods,969,4.22,active,carson_bell,6.1
1908,least_frozen_foods,beverages,1918,3.28,active,unknown,4.0
1909,among_beverages,produce,1955,2.41,backordered,clark_howe,3.81
1910,alone_dairy,produce,1767,15.34,discontinued,unknown,26.67
1911,appear_dairy,frozen_foods,1569,4.52,backordered,gonzalez_hughes,7.93
1912,full_frozen_foods,dairy,1136,9.25,active,mathews_llc,11.41
1913,but_bakery,bakery,1662,6.32,backordered,olson_inc,8.82
1914,parent_dairy,dairy,129,17.12,discontinued,greene_ltd,22.19
1915,management_bakery,snacks,402,14.83,discontinued,howell_ltd,25.22
1916,teacher_dairy,frozen_foods,1102,12.99,discontinued,wade_group,16.22
1917,candidate_bakery,bakery,1304,5.92,discontinued,rose_llc,8.85
1918,close_produce,produce,1970,9.33,discontinued,thomas_james_and_compton,16.4
1919,region_bakery,beverages,1266,12.36,active,perry_fitzgerald_and_hernandez,17.66
1920,edge_snacks,beverages,812,6.52,backordered,unknown,11.27
1921,ground_dairy,frozen_foods,287,7.55,discontinued,copeland_baker_and_bonilla,12.97
1922,floor_snacks,dairy,996,4.96,discontinued,hudson_group,7.2
1923,particular_snacks,dairy,1055,8.9,active,fowler_arnold_and_rodriguez,11.39
1924,heavy_produce,snacks,240,4.88,backordered,barnes_harvey,6.9
1925,want_bakery,snacks,1714,4.86,discontinued,lindsey_gordon_and_rodriguez,8.35
1926,interesting_produce,dairy,1250,4.75,discontinued,johnson_group,6.19
1927,find_dairy,dairy,48,5.81,active,mahoney_duran,9.05
1928,media_dairy,beverages,667,13.71,discontinued,camacho_stewart_and_owens,22.41
1929,a_beverages,produce,1493,9.965,discontinued,jones_mooney,32.31
1930,speech_bakery,produce,1250,9.965,active,price_group,10.47
1931,health_frozen_foods,frozen_foods,1795,9.13,discontinued,garcia_inc,10.98
1932,region_beverages,bakery,1917,3.18,discontinued,jensen_gonzales,4.82
1933,born_snacks,beverages,57,16.05,backordered,mills_garcia,23.03
1934,there_beverages,snacks,477,6.81,active,johnson_elliott_and_klein,11.3
1935,white_dairy,dairy,538,16.04,backordered,allen_group,19.43
1936,clear_snacks,dairy,1716,1.91,discontinued,collins_and_sons,2.78
1937,magazine_beverages,produce,1104,6.85,backordered,fitzgerald_lopez,12.32
1938,population_beverages,dairy,1474,0.5,active,coleman_group,0.87
1939,big_bakery,dairy,512,15.59,active,mullins_hood_and_frank,24.67
1940,ago_dairy,snacks,587,17.61,discontinued,aguilar_atkinson_and_sweeney,22.14
1941,smile_produce,dairy,276,3.08,backordered,hughes_moss,4.07
1942,increase_produce,beverages,109,5.63,active,porter_inc,8.47
1943,moment_produce,bakery,1833,6.16,backordered,reyes_stevens_and_branch,9.7
1944,history_beverages,produce,1232,12.73,backordered,gibson_krueger,19.32
1945,yet_produce,snacks,1212,17.4,active,thornton_ltd,21.52
1946,religious_beverages,dairy,1527,7.63,backordered,young_group,10.2
1947,whatever_snacks,beverages,1825,8.51,discontinued,shields_morgan_and_wise,3.4287200779440554
1948,throughout_bakery,bakery,35,11.17,backordered,unknown,14.42
1949,road_frozen_foods,frozen_foods,540,4.22,discontinued,wade_llc,7.52
1950,long_bakery,produce,1300,3.73,backordered,stokes_brown_and_weber,4.94
1951,decade_snacks,bakery,1954,1.97,active,vaughan_sanford_and_cummings,3.14
1952,anyone_dairy,produce,1018,5.63,discontinued,blake_williams,8.62
1953,shoulder_snacks,dairy,510,12.13,active,ryan_miller,18.42
1954,plant_dairy,beverages,1246,10.44,discontinued,jimenez_jones,24.41
1955,represent_snacks,frozen_foods,54,4.37,backordered,forbes_avila_and_martin,5.7
1956,quality_beverages,snacks,1129,146.12712443611474,discontinued,cox_ellis_and_turner,31.48
1957,between_snacks,produce,487,3.76,active,anderson_group,6.22
1958,themselves_frozen_foods,snacks,1643,7.993949579831932,discontinued,robbins_and_sons,10.34
1959,consider_bakery,bakery,1155,13.13,backordered,travis_burch_and_harrison,21.38
1960,far_produce,beverages,1829,14.79,discontinued,cross_chambers_and_jones,23.46
1961,boy_dairy,snacks,637,11.26,active,davis_powell_and_thompson,14.92
1962,simple_bakery,snacks,1693,11.17,backordered,johnson_smith_and_white,14.94
1963,chair_bakery,beverages,1255,4.79,backordered,weiss_ltd,5.91
1964,fight_produce,produce,1521,0.84,discontinued,edwards_harrison_and_nguyen,1.25
1965,indicate_dairy,dairy,457,3.27,backordered,torres_santos_and_dixon,4.6
1966,course_snacks,beverages,580,19.55,active,owen_rodriguez,32.39
1967,a_beverages,bakery,1288,2.49,discontinued,williams_rivera,3.74
1968,thought_produce,snacks,945,19.08,discontinued,bautista_reid_and_griffith,31.15
1969,government_frozen_foods,bakery,1040,13.94,backordered,burgess_inc,17.67
1970,southern_produce,bakery,1636,1.56,active,diaz_cook,2.47
1971,evidence_dairy,dairy,444,5.42,discontinued,wilson_guzman_and_wright,9.67
1972,forward_dairy,snacks,1290,5.27,backordered,nguyen_watson,8.64
1973,husband_bakery,dairy,821,13.45,discontinued,roberts_park_and_clements,21.96
1974,of_frozen_foods,dairy,470,1.63,backordered,conner_hill_and_hughes,2.36
1975,medical_frozen_foods,bakery,680,6.51,active,richardson_kramer_and_pena,11.31
1976,determine_frozen_foods,dairy,1159,16.9,active,aguilar_williams_and_maxwell,24.64
1977,direction_dairy,bakery,1782,13.58,backordered,gross_and_sons,24.26
1978,rather_bakery,dairy,1831,7.35,backordered,chan_ltd,9.43
1979,thousand_dairy,snacks,1431,14.84,active,day_williams_and_evans,21.74
1980,once_snacks,dairy,50,4.9,active,unknown,7.81
1981,provide_snacks,produce,1231,3.41,active,graham_lin,5.75
1982,most_beverages,produce,1101,13.75,backordered,kirby_browning_and_hart,20.17
1983,boy_produce,beverages,372,8.77,discontinued,munoz_harper_and_serrano,12.51
1984,cut_snacks,beverages,38,2.8165925925925923,backordered,carrillo_vargas_and_stokes,3.92
1985,lead_dairy,bakery,1625,16.88,discontinued,ponce_group,27.61
1986,recent_dairy,frozen_foods,1758,0.63,active,cook_becker,0.81
1987,prevent_snacks,bakery,2000,4.5,active,frederick_boone,6.72
1988,group_frozen_foods,dairy,1800,143.05581505945312,backordered,davis_and_sons,18.59
1989,real_bakery,snacks,727,5.23,active,ramirez_porter,8.01
1990,design_produce,frozen_foods,881,19.9,backordered,ford_gutierrez_and_smith,27.44
1991,area_beverages,produce,312,1.48,discontinued,perez_inc,2.45
1992,admit_produce,bakery,1499,11.24,active,stanley_velazquez_and_steele,17.79
1993,well_snacks,beverages,11,7.18,backordered,vega_sullivan_and_thompson,9.49
1994,early_dairy,produce,158,3.56,active,spencer_llc,4.77
1995,human_dairy,produce,1424,7.12,active,howe_higgins_and_andrews,12.73
1996,resource_dairy,produce,1052,13.67,discontinued,smith_and_sons,21.64
1997,serve_bakery,snacks,373,13.25,active,james_barnes_and_davis,19.88
1998,phone_dairy,frozen_foods,489,13.5,discontinued,mckee_james,20.61
1999,hope_dairy,bakery,1062,16.42,active,campbell_moreno,23.52
2000,every_beverages,frozen_foods,1644,5.04,backordered,johnson_and_sons,7.24
2001,fear_snacks,produce,968,16.28,discontinued,garrett_and_sons,24.82
2002,dark_produce,beverages,29,7.02,discontinued,oliver_group,9.64
2003,police_dairy,dairy,1766,15.96,backordered,mays_smith_and_martinez,19.82
2004,add_beverages,produce,1468,0.68,discontinued,cordova_brown,0.2904089531312038
2005,could_frozen_foods,bakery,1556,18.64414994720169,discontinued,cooper_plc,23.51
2006,crime_bakery,produce,1639,6.52,active,unknown,8.88
2007,fund_frozen_foods,bakery,28,18.12,discontinued,unknown,22.3
2008,require_bakery,beverages,1095,12.77,active,martin_llc,18.72
2009,rest_produce,produce,1997,15.64,discontinued,clayton_banks_and_white,24.16
2010,have_snacks,bakery,248,1.3,active,holmes_barnett_and_davis,2.06
2011,statement_bakery,beverages,188,11.55,discontinued,bentley_sanders_and_stein,15.02
2012,deal_dairy,bakery,1155,12.13,discontinued,richard_ballard_and_yoder,20.66
2013,fall_snacks,bakery,416,19.41,active,sanchez_mendez,24.97
2014,concern_frozen_foods,bakery,490,14.86,discontinued,jennings_matthews_and_miles,19.2
2015,night_frozen_foods,produce,94,5.98,backordered,silva_burke_and_pruitt,9.62
