transaction_id,date,product_id,units_sold,customer_id,employee_id,sales_amount,list_price
5397,2024-09-09 00:00:00-07:00,4166,7,3619,997,140.91,20.13
5398,2024-08-20 00:00:00-07:00,4374,1,4793,1683,5.6,5.6
5399,2023-08-30 00:00:00-07:00,5884,8,2098,190,223.2,27.9
5400,2024-05-24 00:00:00-07:00,3091,4,3464,25,102.84,25.71
5401,2024-08-21 00:00:00-07:00,7206,9,2562,786,211.59,23.51
5402,2024-06-02 00:00:00-07:00,4367,9,3202,1948,158.49,17.61
5403,2024-04-22 00:00:00-07:00,9402,3,1122,301,33.9,11.3
5404,2023-08-15 00:00:00-07:00,715,6,2295,895,79.98,13.33
5405,2024-02-22 00:00:00-08:00,9266,9,4316,1270,185.4,20.6
5406,2024-05-26 00:00:00-07:00,5563,3,4766,734,13.98,4.66
5407,2025-05-02 00:00:00-07:00,8329,1,3223,1203,27.7,27.7
5408,2023-07-08 00:00:00-07:00,4544,2,747,605,3.56,1.78
5409,2023-10-02 00:00:00-07:00,3195,9,2976,733,138.24,15.36
5410,2023-11-03 00:00:00-07:00,1153,1,887,347,8.86,8.86
5411,2023-11-08 00:00:00-08:00,9361,1,1977,702,17.74,17.74
5412,2024-08-06 00:00:00-07:00,516,2,1974,1552,34.92,17.46
5413,2024-01-01 00:00:00-08:00,4302,7,2632,398,142.03,20.29
5414,2024-10-31 00:00:00-07:00,3307,1,3443,1792,16.4,16.4
5415,2025-06-01 00:00:00-07:00,1027,1,869,1009,20.62,20.62
5416,2024-05-25 00:00:00-07:00,5664,19,769,1960,138.7,7.3
5417,2023-07-09 00:00:00-07:00,4310,3,2083,1214,18.18,6.06
5418,2025-06-17 00:00:00-07:00,5128,7,1019,1182,197.12,28.16
5419,2023-08-16 00:00:00-07:00,4550,4,3199,524,69.16,17.29
5420,2023-07-21 00:00:00-07:00,1540,9,1880,239,1606.5,178.5
5421,2024-04-01 00:00:00-07:00,1024,7,4832,605,211.26,30.18
5422,2025-03-30 00:00:00-07:00,1593,1,3020,108,29.9,29.9
5423,2024-02-05 00:00:00-08:00,9463,2,328,1551,11.02,5.51
5424,2024-04-15 00:00:00-07:00,8538,5,3515,1232,76.6,15.32
5425,2025-04-26 00:00:00-07:00,7269,5,159,1401,82.5,16.5
5426,2025-07-01 00:00:00-07:00,1669,4,4663,294,33.76,8.44
5427,2024-10-19 00:00:00-07:00,8354,8,284,938,133.76,16.72
5428,2024-10-29 00:00:00-07:00,9369,3,1185,1186,88.29,29.43
5429,2023-09-02 00:00:00-07:00,5669,6,3534,416,130.5,21.75
5430,2024-12-10 00:00:00-08:00,3543,2,4586,953,30.8,15.4
5431,2024-10-08 00:00:00-07:00,5215,2,953,1173,17.78,8.89
5432,2024-01-15 00:00:00-08:00,2995,4,4475,1052,13.12,3.28
5433,2024-01-28 00:00:00-08:00,8219,1,1364,1342,5.36,5.36
5434,2025-05-17 00:00:00-07:00,7527,6,3289,595,155.28,25.88
5435,2025-02-20 00:00:00-08:00,5826,5,4274,1382,67.55,13.51
5436,2025-01-13 00:00:00-08:00,5100,2,1088,1872,59.2,29.6
5437,2025-03-26 00:00:00-07:00,4470,4,2497,27,93.52,23.38
5438,2023-10-15 00:00:00-07:00,7015,9,825,203,211.95,23.55
5439,2024-09-10 00:00:00-07:00,6288,9,4876,175,103.95,11.55
5440,2024-09-23 00:00:00-07:00,5079,2,3753,711,60.34,30.17
5441,2023-07-30 00:00:00-07:00,5113,5,14,1875,115.2,23.04
5442,2024-11-24 00:00:00-08:00,3197,2,767,1984,15.68,7.84
5443,2024-11-03 00:00:00-07:00,264,6,774,1771,75.42,12.57
5444,2025-01-05 00:00:00-08:00,6067,3,2825,458,76.14,25.38
5445,2025-02-06 00:00:00-08:00,4407,1,1279,478,13.02,13.02
5446,2023-10-27 00:00:00-07:00,1179,8,3602,754,213.04,26.63
5447,2024-11-11 00:00:00-08:00,6875,6,3133,1467,67.98,11.33
5448,2024-11-20 00:00:00-08:00,9658,7,1787,545,146.3,20.9
5449,2024-04-03 00:00:00-07:00,9751,7,176,539,185.57,26.51
5450,2025-04-21 00:00:00-07:00,3221,9,1547,58,102.69,11.41
5451,2024-06-28 00:00:00-07:00,99,2,304,156,2.14,1.07
5452,2023-11-12 00:00:00-08:00,5564,1,3472,1514,17.6,17.6
5453,2024-08-10 00:00:00-07:00,5835,7,3182,717,163.66,23.38
5454,2023-08-29 00:00:00-07:00,4019,6,1601,1243,90.54,15.09
5455,2025-01-02 00:00:00-08:00,2967,4,2180,568,52.24,13.06
5456,2024-02-21 00:00:00-08:00,8388,2,4450,1606,3.48,1.74
5457,2025-02-01 00:00:00-08:00,1479,9,95,1160,121.41,13.49
5458,2023-12-17 00:00:00-08:00,5585,9,2311,187,192.33,21.37
5459,2024-04-22 00:00:00-07:00,6746,1,101,237,11.77,11.77
5460,2023-12-29 00:00:00-08:00,5344,3,4002,539,24.99,8.33
5461,2025-06-14 00:00:00-07:00,5079,7,2261,74,211.19,30.17
5462,2024-03-23 00:00:00-07:00,3294,6,179,49,36.06,6.01
5463,2023-08-03 00:00:00-07:00,6134,4,990,1221,36.12,9.03
5464,2025-02-25 00:00:00-08:00,7934,2,4712,1988,37.98,18.99
5465,2024-11-08 00:00:00-08:00,1661,6,2775,1139,56.82,9.47
5466,2024-01-20 00:00:00-08:00,3813,8,3325,1985,174.08,21.76
5467,2024-07-19 00:00:00-07:00,5809,6,1747,1563,169.5,28.25
5468,2025-05-03 00:00:00-07:00,877,1,4746,1468,18.72,18.72
5469,2024-08-20 00:00:00-07:00,1765,7,2032,64,113.12,16.16
5470,2024-11-03 00:00:00-07:00,2475,5,4554,330,106.8,21.36
5471,2025-05-09 00:00:00-07:00,6004,4,1133,1357,20.68,5.17
5472,2023-09-15 00:00:00-07:00,7363,4,1090,1348,53.96,13.49
5473,2023-10-02 00:00:00-07:00,7729,4,4641,473,89.12,22.28
5474,2024-10-29 00:00:00-07:00,1206,2,3712,1269,7.5,3.7506852989725297
5475,2025-03-31 00:00:00-07:00,2837,7,438,160,233.73,33.39
5476,2024-09-28 00:00:00-07:00,5348,9,1483,1650,26.64,2.96
5477,2024-02-06 00:00:00-08:00,1471,5,1079,746,85.3,17.06
5478,2024-06-17 00:00:00-07:00,5004,7,3589,1718,21.0,3.0
5479,2025-03-07 00:00:00-08:00,6909,6,2062,1196,20.85,3.4748819661727253
5480,2025-03-02 00:00:00-08:00,9563,9,549,1236,288.18,32.02
5481,2023-11-03 00:00:00-07:00,6919,1,113,1094,14.05,14.05
5482,2025-04-29 00:00:00-07:00,6130,6,1061,520,33.24,5.54
5483,2024-06-21 00:00:00-07:00,1163,7,375,1600,91.84,13.12
5484,2024-01-03 00:00:00-08:00,6865,1,3949,729,22.85,22.85
5485,2025-02-15 00:00:00-08:00,2693,6,4020,168,26.4,4.4
5486,2025-01-22 00:00:00-08:00,9805,3,1829,1052,106.59,35.53
5487,2024-11-27 00:00:00-08:00,3030,4,4517,1148,39.32,9.83
5488,2024-04-18 00:00:00-07:00,376,6,1507,1424,40.02,6.67
5489,2024-12-17 00:00:00-08:00,4805,3,3687,1709,22.53,7.51
5490,2024-01-01 00:00:00-08:00,5070,1,3174,87,18.59,18.59
5491,2023-08-23 00:00:00-07:00,1263,3,4427,1147,28.11,9.37
5492,2024-03-30 00:00:00-07:00,9821,8,1506,398,179.68,22.46
5493,2024-04-11 00:00:00-07:00,5526,3,2622,1665,46.59,15.53
5493,2024-04-11 00:00:00-07:00,5526,3,2622,1665,7.37,2.4577075699098074
5494,2025-01-25 00:00:00-08:00,7534,6,4734,222,206.22,34.37
5495,2023-12-17 00:00:00-08:00,6513,5,2606,1138,10.05,2.01
5496,2024-07-21 00:00:00-07:00,8104,8,4744,73,16.88,2.11
5497,2024-10-23 00:00:00-07:00,2096,8,3568,745,74.56,9.32
5498,2024-04-22 00:00:00-07:00,7586,4,1871,320,16.32,4.08
5499,2023-07-13 00:00:00-07:00,3070,3,4281,996,5.04,1.68
5500,2025-04-29 00:00:00-07:00,2098,8,3504,1747,25.12,3.14
5501,2023-11-09 00:00:00-08:00,7145,8,2002,1213,204.48,25.56
5502,2024-03-13 00:00:00-07:00,9999,8,4957,767,180.0,22.5
5503,2024-12-12 00:00:00-08:00,7057,3,3743,1903,93.63,31.21
5504,2024-11-04 00:00:00-08:00,5471,4,4759,1840,9.64,2.41
5505,2023-10-24 00:00:00-07:00,2313,1,291,970,8.16,8.16
5506,2024-07-12 00:00:00-07:00,6211,2,2365,363,8.76,4.38
5507,2024-06-11 00:00:00-07:00,1324,3,518,1156,23.85,7.95
5508,2024-03-19 00:00:00-07:00,2214,9,1794,299,95.67,10.63
5509,2024-03-08 00:00:00-08:00,9329,1,1783,1518,7.82,7.82
5510,2025-03-26 00:00:00-07:00,5065,3,1927,838,44.55,14.85
5511,2025-05-20 00:00:00-07:00,7418,4,1977,1231,81.36,20.34
5512,2023-12-22 00:00:00-08:00,9245,7,3671,1882,103.46,14.78
5513,2024-01-15 00:00:00-08:00,297,5,2289,1373,117.85,23.57
5514,2023-11-25 00:00:00-08:00,3931,9,3461,658,46.53,5.17
5515,2023-12-03 00:00:00-08:00,1636,3,2310,1746,86.55,28.85
5516,2023-09-06 00:00:00-07:00,3210,2,3534,1236,25.52,12.76
5517,2024-05-08 00:00:00-07:00,9324,6,3312,628,28.56,4.76
5518,2025-04-10 00:00:00-07:00,798,5,732,1532,91.6,18.32
5519,2024-02-10 00:00:00-08:00,7716,1,281,595,4.34,4.34
5520,2024-06-14 00:00:00-07:00,6595,9,4468,954,41.04,4.56
5521,2024-04-17 00:00:00-07:00,2429,1,4675,813,4.2,4.2
5522,2024-03-17 00:00:00-07:00,5934,1,1170,1783,13.06,13.06
5523,2025-02-05 00:00:00-08:00,2681,7,4114,229,203.49,29.07
5524,2024-11-29 00:00:00-08:00,9496,8,2275,1349,117.52,14.69
5525,2025-06-28 00:00:00-07:00,3585,4,4837,800,40.92,10.23
5526,2025-04-17 00:00:00-07:00,9914,3,3593,872,80.79,26.93
5527,2023-08-14 00:00:00-07:00,8163,2,4709,1694,31.46,15.73
5528,2024-09-13 00:00:00-07:00,501,2,241,733,40.68,20.34
5529,2023-09-01 00:00:00-07:00,8742,6,1023,790,82.74,13.79
5530,2023-08-29 00:00:00-07:00,4514,5,1644,1928,7.35,1.47
5531,2025-01-25 00:00:00-08:00,868,9,859,1950,63.09,7.01
5532,2023-12-20 00:00:00-08:00,3521,2,1449,648,35.12,17.56
5533,2024-09-27 00:00:00-07:00,1048,1,3213,1636,11.63,11.63
5534,2024-07-21 00:00:00-07:00,1364,8,229,391,191.04,23.88
5535,2024-04-12 00:00:00-07:00,839,7,772,1895,114.31,16.33
5536,2024-02-18 00:00:00-08:00,8542,6,1176,301,197.16,32.86
5537,2025-01-05 00:00:00-08:00,7423,5,419,1674,112.95,22.59
5538,2024-10-08 00:00:00-07:00,3789,9,128,1138,56.7,6.3
5539,2025-02-13 00:00:00-08:00,6603,4,2338,626,71.84,17.96
5540,2025-05-10 00:00:00-07:00,1703,1,4332,669,26.02,26.02
5541,2024-03-14 00:00:00-07:00,69,1,2699,1343,9.25,9.25
5542,2024-05-29 00:00:00-07:00,9479,6,232,725,151.32,25.22
5543,2025-02-18 00:00:00-08:00,1195,9,3507,588,113.49,12.61
5544,2025-06-07 00:00:00-07:00,4383,19,1701,861,253.08,13.32
5545,2024-09-25 00:00:00-07:00,9236,9,3388,346,168.39,18.71
5546,2024-09-05 00:00:00-07:00,2271,5,2357,1818,10.95,2.19
5547,2024-08-25 00:00:00-07:00,2259,2,2311,1055,21.08,10.54
5548,2024-01-15 00:00:00-08:00,5483,3,1150,1935,13.32,4.44
5549,2023-09-26 00:00:00-07:00,4222,5,1101,246,158.9,31.78
5550,2023-09-12 00:00:00-07:00,6238,6,1590,1167,83.46,13.91
5551,2025-06-20 00:00:00-07:00,4736,8,4429,257,197.76,24.72
5552,2024-08-19 00:00:00-07:00,743,1,3112,536,22.14,22.14
5553,2025-03-16 00:00:00-07:00,4745,7,3855,114,24.5,3.5
5554,2025-05-01 00:00:00-07:00,9992,4,2677,730,55.76,13.94
5555,2025-01-21 00:00:00-08:00,2727,4,4852,838,62.52,15.63
5556,2025-01-21 00:00:00-08:00,9744,1,4307,649,3.66,3.66
5557,2023-09-23 00:00:00-07:00,4868,2,3745,924,54.9,27.45
5558,2024-11-16 00:00:00-08:00,6792,7,4562,743,155.68,22.24
5559,2024-06-13 00:00:00-07:00,1226,1,540,688,2.32,2.32
5560,2024-12-01 00:00:00-08:00,9246,8,2621,1440,240.32,30.04
5561,2024-08-10 00:00:00-07:00,4482,8,3765,477,46.4,5.8
5562,2024-04-20 00:00:00-07:00,1237,5,2771,1230,145.45,29.09
5563,2023-08-13 00:00:00-07:00,2028,3,3577,1455,60.45,20.15
5564,2024-02-08 00:00:00-08:00,2520,1,782,610,17.12,17.12
5565,2024-03-23 00:00:00-07:00,468,9,3141,986,289.17,32.13
5566,2024-11-17 00:00:00-08:00,3436,3,3169,548,31.71,10.57
5567,2024-08-22 00:00:00-07:00,9407,3,1030,1651,35.1,11.7
5568,2025-05-25 00:00:00-07:00,568,7,2556,441,122.57,17.51
5569,2024-03-20 00:00:00-07:00,1220,7,3267,1050,66.29,9.47
5570,2024-01-06 00:00:00-08:00,918,7,1655,602,15.4,2.2
5571,2024-06-04 00:00:00-07:00,3336,7,3479,427,111.44,15.92
5572,2025-05-17 00:00:00-07:00,1538,4,3129,473,57.28,14.32
5573,2025-05-18 00:00:00-07:00,8810,3,1555,448,15.27,5.09
5574,2024-08-31 00:00:00-07:00,1004,3,3514,36,74.67,24.89
5575,2024-07-16 00:00:00-07:00,110,4,1209,1373,6.6,1.65
5576,2024-06-06 00:00:00-07:00,7298,5,1985,1744,64.2,12.84
5577,2024-01-05 00:00:00-08:00,6566,2,2919,1651,60.4,30.2
5578,2024-03-14 00:00:00-07:00,7921,7,4834,1217,90.51,12.93
5579,2024-11-14 00:00:00-08:00,1036,5,408,1057,11.5,2.3
5580,2024-11-14 00:00:00-08:00,3353,1,4988,1789,24.46,24.46
5581,2024-02-20 00:00:00-08:00,2288,6,4292,1940,141.48,23.58
5582,2024-02-25 00:00:00-08:00,5120,9,3019,514,220.14,24.46
5583,2024-03-13 00:00:00-07:00,9535,2,1375,760,3.28,1.64
5584,2023-09-08 00:00:00-07:00,5277,8,426,1129,134.96,16.87
5585,2024-10-31 00:00:00-07:00,6668,3,4819,710,14.37,4.79
5586,2023-12-26 00:00:00-08:00,7322,9,982,1149,190.8,21.2
5587,2024-04-05 00:00:00-07:00,2811,9,4099,1481,219.6,24.4
5588,2023-12-11 00:00:00-08:00,7567,2,1501,1605,29.22,14.61
5589,2024-07-10 00:00:00-07:00,5035,5,181,1754,83.5,16.7
5590,2024-03-27 00:00:00-07:00,8210,2,3101,355,52.8,26.4
5591,2024-02-04 00:00:00-08:00,6400,3,2559,1831,2.16,0.72
5592,2023-09-24 00:00:00-07:00,7803,2,4631,1800,22.24,11.12
5593,2024-08-30 00:00:00-07:00,4863,2,1634,881,21.1,10.55
5594,2024-12-14 00:00:00-08:00,7993,7,3758,558,67.48,9.64
5595,2024-08-23 00:00:00-07:00,5537,9,167,1786,84.33,9.37
5596,2025-04-19 00:00:00-07:00,2027,6,1893,455,184.26,30.71
5597,2025-06-01 00:00:00-07:00,2364,7,3892,1032,153.37,21.91
5598,2024-08-13 00:00:00-07:00,6065,7,3145,115,26.53,3.79
5599,2023-08-25 00:00:00-07:00,2361,7,640,573,100.8,14.4
5600,2025-05-02 00:00:00-07:00,6715,4,3946,1914,58.04,14.51
5601,2025-01-22 00:00:00-08:00,8498,6,4343,492,147.12,24.52
5602,2024-04-04 00:00:00-07:00,5157,6,2759,472,25.44,4.24
5603,2024-06-12 00:00:00-07:00,8710,7,1879,1909,77.07,11.01
5604,2025-04-04 00:00:00-07:00,8199,6,464,760,71.28,11.88
5605,2023-12-22 00:00:00-08:00,1781,3,2372,634,39.57,13.19
5606,2025-05-17 00:00:00-07:00,8822,5,4347,879,57.7,11.54
5607,2024-03-03 00:00:00-08:00,3485,5,1166,1014,24.2,4.84
5608,2025-04-29 00:00:00-07:00,4700,3,1321,466,10.68,3.56
5609,2024-03-14 00:00:00-07:00,3889,2,1858,1632,48.98,24.49
5610,2023-11-12 00:00:00-08:00,7640,7,1662,1409,88.34,12.62
5611,2024-11-10 00:00:00-08:00,714,1,3612,900,1.11,1.11
5612,2024-12-30 00:00:00-08:00,443,3,3420,128,76.71,25.57
5613,2025-06-03 00:00:00-07:00,8182,6,2016,1124,59.4,9.9
5614,2023-09-18 00:00:00-07:00,6117,2,3693,1978,5.6,2.8
5615,2023-09-16 00:00:00-07:00,6215,2,1083,1405,52.56,26.28
5616,2024-02-09 00:00:00-08:00,4628,2,4515,699,14.32,7.16
5617,2024-02-25 00:00:00-08:00,7156,4,4167,1294,73.2,18.3
5618,2024-06-09 00:00:00-07:00,5292,3,4584,1286,60.72,20.24
5619,2023-12-15 00:00:00-08:00,9775,2,2441,697,26.56,13.28
5620,2023-08-22 00:00:00-07:00,8068,6,1915,140,104.82,17.47
5621,2025-05-25 00:00:00-07:00,5479,8,3150,542,235.68,29.46
5622,2024-03-27 00:00:00-07:00,589,1,4984,738,28.28,28.28
5623,2024-06-07 00:00:00-07:00,6791,3,1067,1967,2.28,0.76
5624,2024-10-30 00:00:00-07:00,4289,8,2997,499,29.92,3.74
5625,2023-11-17 00:00:00-08:00,3573,5,1981,1240,100.85,20.17
5626,2023-12-22 00:00:00-08:00,7058,6,2407,103,118.32,19.72
5627,2024-12-02 00:00:00-08:00,6941,6,4833,738,112.44,18.74
5628,2025-05-29 00:00:00-07:00,1111,7,4511,367,217.77,31.11
5629,2025-03-31 00:00:00-07:00,3501,1,167,1236,8.0,8.0
5630,2023-11-01 00:00:00-07:00,4339,3,2647,137,36.72,12.24
5631,2023-10-16 00:00:00-07:00,2076,5,2780,374,36.55,7.31
5632,2023-12-28 00:00:00-08:00,9443,3,321,1672,96.3,32.1
5633,2024-12-19 00:00:00-08:00,1829,5,3476,1488,32.2,6.44
5634,2024-08-03 00:00:00-07:00,8641,2,2169,1370,51.36,25.68
5635,2023-12-30 00:00:00-08:00,2691,3,4453,1785,58.47,19.49
5636,2024-06-13 00:00:00-07:00,6558,6,3126,346,101.7,16.95
5637,2023-11-12 00:00:00-08:00,5065,2,3585,93,29.7,14.85
5638,2023-07-30 00:00:00-07:00,2565,6,1581,412,98.64,16.44
5639,2023-10-25 00:00:00-07:00,3735,8,503,844,5.68,0.71
5640,2023-11-28 00:00:00-08:00,7745,9,4250,1986,161.46,17.94
5641,2025-03-01 00:00:00-08:00,359,4,4091,639,58.56,14.64
5642,2023-12-05 00:00:00-08:00,5524,8,675,1860,79.04,9.88
5643,2024-04-05 00:00:00-07:00,1692,2,4188,360,65.96,32.98
5644,2024-11-14 00:00:00-08:00,6842,1,4333,563,17.68,17.68
5645,2024-09-05 00:00:00-07:00,6105,4,749,1702,85.92,21.48
5646,2023-12-27 00:00:00-08:00,9483,6,1554,1366,198.3,33.05
5647,2025-04-24 00:00:00-07:00,6115,3,124,640,49.89,16.63
5648,2024-05-11 00:00:00-07:00,2959,7,3294,777,87.71,12.53
5649,2024-05-10 00:00:00-07:00,4046,3,1830,246,62.91,20.97
5650,2024-07-08 00:00:00-07:00,1015,8,2654,1394,18.64,2.33
5651,2024-02-17 00:00:00-08:00,8918,7,3611,1237,83.93,11.99
5652,2023-08-18 00:00:00-07:00,8082,6,2353,420,158.7,26.45
5653,2024-10-31 00:00:00-07:00,2888,5,571,311,83.45,16.69
5654,2024-11-23 00:00:00-08:00,6943,9,2211,91,149.85,16.65
5655,2023-09-24 00:00:00-07:00,1015,3,3854,452,6.99,2.33
5656,2025-01-06 00:00:00-08:00,8255,8,141,988,50.16,6.27
5657,2023-11-20 00:00:00-08:00,5082,3,4901,1784,74.01,24.67
5658,2024-12-31 00:00:00-08:00,443,1,4100,1685,25.57,25.57
5659,2024-10-12 00:00:00-07:00,8221,9,153,322,229.86,25.54
5660,2025-06-29 00:00:00-07:00,7626,4,4918,978,130.92,32.73
5661,2023-12-13 00:00:00-08:00,198,2,2963,1877,14.12,7.06
5662,2024-01-02 00:00:00-08:00,9670,3,2224,1440,61.32,20.44
5663,2024-10-28 00:00:00-07:00,1535,3,4841,116,24.39,8.13
5664,2024-06-20 00:00:00-07:00,802,7,4722,758,83.16,11.88
5665,2025-03-21 00:00:00-07:00,4894,3,1378,723,80.34,26.78
5666,2024-08-07 00:00:00-07:00,4514,3,4174,776,4.41,1.47
5667,2023-09-17 00:00:00-07:00,6585,4,994,429,92.76,23.19
5668,2025-06-02 00:00:00-07:00,9476,6,1337,749,105.96,17.66
5669,2023-10-23 00:00:00-07:00,6078,9,1793,1999,21.06,2.34
5670,2025-01-12 00:00:00-08:00,8235,8,1352,227,174.4,21.8
5671,2025-06-02 00:00:00-07:00,2191,7,4666,1490,174.58,24.94
5672,2024-08-27 00:00:00-07:00,25,8,1110,959,117.44,14.68
5673,2025-01-31 00:00:00-08:00,1269,5,3219,713,60.6,12.12
5674,2024-02-04 00:00:00-08:00,314,5,2786,1843,72.25,14.45
5675,2023-12-24 00:00:00-08:00,6973,1,256,383,26.88,26.88
5676,2023-12-11 00:00:00-08:00,4876,5,295,896,68.75,13.75
5677,2023-07-22 00:00:00-07:00,2141,6,4788,1011,146.28,24.38
5678,2024-06-13 00:00:00-07:00,3775,5,3496,1282,129.95,25.99
5679,2025-05-16 00:00:00-07:00,3354,23,1992,19,640.09,27.83
5680,2024-07-24 00:00:00-07:00,7901,2,2292,130,34.22,17.11
5681,2024-10-18 00:00:00-07:00,9006,4,112,197,45.72,11.43
5682,2025-03-16 00:00:00-07:00,7372,4,3997,492,100.44,25.11
5683,2023-09-01 00:00:00-07:00,1942,8,4342,1256,67.76,8.47
5684,2023-11-02 00:00:00-07:00,9719,5,4989,57,83.35,16.67
5685,2024-08-24 00:00:00-07:00,8983,7,4904,391,51.38,7.34
5686,2024-11-16 00:00:00-08:00,1531,1,690,1179,18.61,18.61
5687,2024-01-12 00:00:00-08:00,3763,9,2792,527,76.68,8.52
5688,2024-07-05 00:00:00-07:00,4322,8,2126,118,40.24,5.03
5689,2024-10-24 00:00:00-07:00,1104,4,188,588,47.24,11.81
5690,2024-03-05 00:00:00-08:00,1602,5,2939,496,74.4,14.88
5691,2024-05-25 00:00:00-07:00,5890,7,1237,1953,96.11,13.73
5692,2025-03-06 00:00:00-08:00,4141,6,4898,1624,149.7,24.95
5693,2023-09-07 00:00:00-07:00,4811,7,3847,1722,61.95,8.85
5694,2023-11-23 00:00:00-08:00,9801,5,2693,1995,73.35,14.67
5695,2024-05-19 00:00:00-07:00,3908,3,4403,1618,79.2,26.4
5696,2024-05-30 00:00:00-07:00,3126,5,1984,638,143.45,28.69
5697,2024-07-21 00:00:00-07:00,1092,8,4189,481,186.88,23.36
5698,2024-01-01 00:00:00-08:00,2567,3,4562,453,51.03,17.01
5699,2023-12-23 00:00:00-08:00,4313,2,596,177,8.88,4.44
5700,2023-08-11 00:00:00-07:00,5728,1,3621,1619,22.39,22.39
5701,2025-05-28 00:00:00-07:00,8609,4,1817,1602,69.8,17.45
5702,2023-08-20 00:00:00-07:00,4654,2,2142,1847,53.7,26.85
5703,2023-11-21 00:00:00-08:00,8367,6,1314,352,35.76,5.96
5704,2025-04-12 00:00:00-07:00,5660,6,2198,1924,137.34,22.89
5705,2024-01-16 00:00:00-08:00,3012,5,3147,1551,35.35,7.07
5706,2024-07-17 00:00:00-07:00,6983,5,3587,1482,51.55,10.31
5707,2023-11-30 00:00:00-08:00,7026,2,2656,1043,5.2,2.599270235207672
5708,2023-10-16 00:00:00-07:00,1528,5,4626,1882,5.4,1.08
5709,2023-10-08 00:00:00-07:00,5021,3,2186,432,32.49,10.83
5710,2025-06-11 00:00:00-07:00,4522,4,4148,555,80.96,20.24
5711,2023-08-26 00:00:00-07:00,5341,6,2276,1810,49.92,8.32
5712,2024-05-06 00:00:00-07:00,619,8,1985,145,268.88,33.61
5713,2023-08-25 00:00:00-07:00,9478,5,792,535,99.15,19.83
5714,2023-10-26 00:00:00-07:00,8039,7,4723,396,70.42,10.06
5715,2024-02-19 00:00:00-08:00,2532,6,4231,1498,13.86,2.31
5716,2024-09-22 00:00:00-07:00,6437,14,3298,1961,56.28,4.02
5717,2024-04-02 00:00:00-07:00,1347,5,3804,1395,40.8,8.16
5718,2024-05-12 00:00:00-07:00,5136,2,1361,673,30.36,15.18
5719,2023-12-06 00:00:00-08:00,2913,3,4469,1075,56.64,18.88
5720,2025-06-13 00:00:00-07:00,3997,4,3165,1676,37.0,9.25
5721,2024-01-19 00:00:00-08:00,8271,5,4574,851,54.95,10.99
5722,2024-03-08 00:00:00-08:00,8079,8,235,604,142.72,17.84
5723,2024-10-28 00:00:00-07:00,4540,6,1015,1443,153.3,25.55
5724,2025-01-30 00:00:00-08:00,8516,7,993,135,23.38,3.34
5725,2024-08-16 00:00:00-07:00,6193,3,3645,564,11.37,3.79
5726,2025-05-08 00:00:00-07:00,7420,7,2189,644,10.99,1.57
5727,2025-04-30 00:00:00-07:00,1647,7,4359,1994,125.3,17.9
5728,2025-03-05 00:00:00-08:00,1253,1,936,1949,10.77,10.77
5729,2025-04-23 00:00:00-07:00,3929,8,3273,460,42.4,5.3
5730,2023-11-11 00:00:00-08:00,9698,8,3281,1496,169.36,21.17
5731,2025-05-01 00:00:00-07:00,3005,7,1679,1782,141.05,20.15
5732,2024-04-22 00:00:00-07:00,7164,2,910,459,33.08,16.54
5733,2024-02-22 00:00:00-08:00,2299,1,527,931,25.74,25.74
5734,2024-02-16 00:00:00-08:00,6889,1,1349,1171,25.55,25.55
5735,2024-11-11 00:00:00-08:00,7574,5,465,1751,78.95,15.79
5736,2025-01-08 00:00:00-08:00,6936,1,4755,1282,2.37,2.37
5737,2024-07-26 00:00:00-07:00,3054,3,1770,354,22.41,7.47
5738,2024-05-08 00:00:00-07:00,5260,3,2529,178,31.2,10.4
5739,2023-08-20 00:00:00-07:00,3099,4,3371,557,38.8,9.7
5740,2023-07-15 00:00:00-07:00,7792,4,19,1615,93.12,23.28
5741,2024-09-06 00:00:00-07:00,6238,7,3239,198,97.37,13.91
5742,2024-04-02 00:00:00-07:00,7201,5,3141,562,26.75,5.35
5743,2024-12-01 00:00:00-08:00,7901,3,2913,1697,51.33,17.11
5744,2024-12-30 00:00:00-08:00,9337,6,4266,1728,113.64,18.94
5745,2024-07-29 00:00:00-07:00,9386,6,69,1494,193.8,32.3
5746,2024-06-28 00:00:00-07:00,2950,3,1559,289,79.14,26.38
5747,2024-09-17 00:00:00-07:00,8449,1,4080,1541,18.48,18.48
5748,2024-02-04 00:00:00-08:00,4354,2,1751,1015,35.32,17.66
5749,2024-09-30 00:00:00-07:00,9376,4,3451,1725,70.88,17.72
5750,2024-12-23 00:00:00-08:00,4140,6,2376,1218,178.26,29.71
5751,2024-05-27 00:00:00-07:00,5407,5,574,455,28.25,5.65
5752,2025-01-15 00:00:00-08:00,6626,1,3651,382,22.95,22.95
5753,2025-06-23 00:00:00-07:00,7861,3,3372,447,17.13,5.71
5754,2023-12-03 00:00:00-08:00,4533,4,745,732,87.52,21.88
5755,2025-01-21 00:00:00-08:00,5374,6,691,1366,183.18,30.53
5756,2025-04-05 00:00:00-07:00,885,8,1997,1415,162.24,20.28
5757,2023-11-15 00:00:00-08:00,1255,6,2582,1004,179.94,29.99
5758,2025-06-01 00:00:00-07:00,8103,6,4839,386,52.44,8.74
5759,2024-09-10 00:00:00-07:00,2044,4,2794,1395,61.32,15.33
5760,2025-01-30 00:00:00-08:00,7235,7,1972,836,166.67,23.81
