inventory_id,date,product_id,beginning_stock,received,sold,warehouse_location,ending_stock
5547,2025-05-16 00:00:00-07:00,1474,50,6,5,east,51
5548,2025-06-27 00:00:00-07:00,7242,7,17,8,south,16
5549,2025-05-23 00:00:00-07:00,487,49,2,7,east,44
5550,2025-07-04 00:00:00-07:00,429,86,18,0,east,104
5551,2025-07-05 00:00:00-07:00,4313,80,5,6,south,79
5552,2025-06-23 00:00:00-07:00,8272,35,12,2,north,45
5553,2025-06-30 00:00:00-07:00,7040,90,16,13,north,93
5554,2025-06-28 00:00:00-07:00,3777,33,11,13,north,31
5555,2025-06-04 00:00:00-07:00,7390,35,4,11,south,28
5556,2025-05-08 00:00:00-07:00,9273,78,14,1,east,91
5557,2025-05-20 00:00:00-07:00,3807,45,3,14,west,34
5558,2025-05-17 00:00:00-07:00,2210,91,19,13,west,97
5559,2025-05-13 00:00:00-07:00,9053,70,16,12,east,74
5560,2025-06-25 00:00:00-07:00,1926,3,18,0,east,21
5561,2025-06-23 00:00:00-07:00,4730,234,11,10,north,40
5562,2025-05-27 00:00:00-07:00,5807,30,2,5,north,27
5563,2025-06-20 00:00:00-07:00,3125,10,14,13,south,11
5564,2025-06-02 00:00:00-07:00,1440,62,0,9,west,53
5565,2025-05-10 00:00:00-07:00,4635,79,8,14,south,73
5566,2025-05-08 00:00:00-07:00,6757,73,15,11,east,77
5567,2025-05-19 00:00:00-07:00,2951,82,10,14,west,78
5568,2025-06-22 00:00:00-07:00,5125,26,13,8,west,31
5569,2025-06-02 00:00:00-07:00,4116,67,19,12,north,74
5570,2025-05-19 00:00:00-07:00,10,69,6,7,east,68
5571,2025-06-04 00:00:00-07:00,3585,84,2,11,south,75
5572,2025-05-12 00:00:00-07:00,1066,58,17,8,south,67
5573,2025-06-28 00:00:00-07:00,6644,37,14,8,west,43
5574,2025-07-03 00:00:00-07:00,8360,45,12,6,west,51
5575,2025-06-18 00:00:00-07:00,3119,20,18,10,north,28
5576,2025-05-30 00:00:00-07:00,4663,70,9,7,north,72
5577,2025-06-20 00:00:00-07:00,1729,32,12,0,south,44
5578,2025-06-19 00:00:00-07:00,2316,1,11,14,west,0
5579,2025-06-07 00:00:00-07:00,1493,89,19,1,west,107
5580,2025-06-02 00:00:00-07:00,6154,58,18,12,east,64
5581,2025-05-26 00:00:00-07:00,3308,69,0,5,west,64
5582,2025-06-08 00:00:00-07:00,1190,93,12,3,west,102
5583,2025-05-20 00:00:00-07:00,9800,93,18,10,west,101
5584,2025-06-16 00:00:00-07:00,1957,8,15,12,south,11
5585,2025-06-03 00:00:00-07:00,7398,79,9,11,south,77
5586,2025-05-13 00:00:00-07:00,780,14,9,14,east,9
5587,2025-06-08 00:00:00-07:00,9653,66,12,5,south,73
5588,2025-05-23 00:00:00-07:00,4100,84,15,14,south,85
5589,2025-05-25 00:00:00-07:00,5977,57,9,4,south,62
5590,2025-06-17 00:00:00-07:00,9842,82,0,6,west,76
5591,2025-05-09 00:00:00-07:00,7836,36,5,14,west,27
5592,2025-05-20 00:00:00-07:00,3284,11,19,11,south,19
5593,2025-05-18 00:00:00-07:00,4433,26,10,13,north,23
5594,2025-05-20 00:00:00-07:00,5586,48,16,9,east,55
5595,2025-06-25 00:00:00-07:00,6542,53,19,13,west,59
5596,2025-06-15 00:00:00-07:00,9326,76,16,10,north,82
5597,2025-07-04 00:00:00-07:00,4916,0,10,13,east,0
5598,2025-06-02 00:00:00-07:00,2899,82,10,0,south,92
5599,2025-05-14 00:00:00-07:00,6546,45,4,6,south,43
5600,2025-05-27 00:00:00-07:00,9162,76,19,0,west,95
5601,2025-06-01 00:00:00-07:00,8815,44,4,5,south,43
5602,2025-06-07 00:00:00-07:00,3352,92,9,9,east,92
5603,2025-06-23 00:00:00-07:00,4735,59,3,3,south,59
5604,2025-06-29 00:00:00-07:00,1548,62,1,9,east,54
5605,2025-05-20 00:00:00-07:00,4126,90,3,13,east,80
5606,2025-06-02 00:00:00-07:00,160,25,17,10,north,32
5607,2025-06-02 00:00:00-07:00,3653,62,9,12,south,59
5608,2025-05-22 00:00:00-07:00,2495,33,5,14,east,24
5609,2025-05-09 00:00:00-07:00,2656,64,2,4,east,62
5610,2025-05-16 00:00:00-07:00,6298,15,16,10,west,21
5611,2025-06-21 00:00:00-07:00,2192,72,16,9,west,79
5612,2025-06-23 00:00:00-07:00,6294,79,11,3,west,87
5613,2025-06-06 00:00:00-07:00,4528,19,8,8,west,19
5614,2025-05-26 00:00:00-07:00,4908,72,16,0,north,88
5615,2025-06-22 00:00:00-07:00,6896,60,0,9,east,51
5616,2025-07-06 00:00:00-07:00,4094,44,13,4,east,53
5617,2025-06-10 00:00:00-07:00,7071,26,19,4,north,41
5618,2025-05-17 00:00:00-07:00,1660,33,5,11,east,27
5619,2025-06-18 00:00:00-07:00,4341,34,6,1,east,39
5620,2025-06-20 00:00:00-07:00,4267,63,3,9,east,57
5621,2025-07-06 00:00:00-07:00,2723,93,15,1,north,107
5622,2025-06-29 00:00:00-07:00,9629,54,0,5,north,49
5623,2025-05-20 00:00:00-07:00,7106,37,18,13,east,42
5624,2025-05-15 00:00:00-07:00,1432,39,19,5,north,53
5625,2025-06-19 00:00:00-07:00,1466,60,4,8,west,56
5626,2025-05-17 00:00:00-07:00,1433,45,5,8,east,42
5627,2025-06-18 00:00:00-07:00,8637,0,8,0,north,8
5628,2025-05-21 00:00:00-07:00,8785,21,14,5,west,30
5629,2025-06-29 00:00:00-07:00,7903,61,0,6,west,55
5630,2025-06-30 00:00:00-07:00,3557,69,10,1,west,78
5631,2025-06-03 00:00:00-07:00,1609,52,14,5,east,61
5632,2025-05-16 00:00:00-07:00,5490,51,6,5,,52
5633,2025-06-19 00:00:00-07:00,1922,20,8,8,west,20
5634,2025-05-31 00:00:00-07:00,6116,287,0,8,south,33
5635,2025-06-13 00:00:00-07:00,7513,85,7,11,west,81
5636,2025-05-14 00:00:00-07:00,8481,15,13,3,east,25
5637,2025-06-17 00:00:00-07:00,4762,9,14,1,north,22
5638,2025-05-24 00:00:00-07:00,4273,93,8,7,south,94
5639,2025-06-07 00:00:00-07:00,8099,88,3,2,,89
5640,2025-06-14 00:00:00-07:00,5918,98,15,7,north,22
5641,2025-05-31 00:00:00-07:00,2400,88,16,11,south,93
5642,2025-05-31 00:00:00-07:00,2282,37,18,7,north,48
5643,2025-06-12 00:00:00-07:00,6664,81,5,9,west,77
5644,2025-05-19 00:00:00-07:00,1955,94,3,6,east,91
5645,2025-05-23 00:00:00-07:00,3015,92,3,11,east,84
5646,2025-06-21 00:00:00-07:00,1624,47,19,0,west,66
5647,2025-05-23 00:00:00-07:00,6376,72,3,3,south,72
5648,2025-05-14 00:00:00-07:00,8201,40,6,6,north,40
5649,2025-05-30 00:00:00-07:00,9167,50,1,6,north,45
5650,2025-07-01 00:00:00-07:00,5794,31,11,14,,28
5651,2025-05-11 00:00:00-07:00,7354,23,14,7,south,30
5652,2025-05-23 00:00:00-07:00,840,92,4,3,west,93
5653,2025-06-20 00:00:00-07:00,7816,30,3,6,east,27
5654,2025-06-19 00:00:00-07:00,7134,6,11,11,east,6
5655,2025-07-05 00:00:00-07:00,5825,89,17,5,south,101
5656,2025-06-02 00:00:00-07:00,8732,63,12,3,west,72
5657,2025-05-14 00:00:00-07:00,6878,82,19,7,south,94
5658,2025-05-10 00:00:00-07:00,6399,13,16,0,north,29
5659,2025-06-20 00:00:00-07:00,3001,46,11,7,east,50
5660,2025-07-02 00:00:00-07:00,517,2,19,3,west,18
5661,2025-06-24 00:00:00-07:00,2307,51,11,14,south,48
5662,2025-06-17 00:00:00-07:00,5433,25,8,3,west,30
5663,2025-05-26 00:00:00-07:00,6768,47,16,5,north,58
5664,2025-05-08 00:00:00-07:00,8815,39,2,1,north,40
5665,2025-06-03 00:00:00-07:00,5670,97,2,14,north,85
5666,2025-06-30 00:00:00-07:00,9165,8,6,11,east,3
5667,2025-06-11 00:00:00-07:00,2692,73,2,14,west,61
5668,2025-06-10 00:00:00-07:00,276,68,12,8,west,72
5669,2025-06-15 00:00:00-07:00,7913,25,14,2,south,37
5670,2025-05-19 00:00:00-07:00,5900,36,10,8,west,38
5671,2025-05-21 00:00:00-07:00,5913,36,18,6,north,48
5672,2025-07-02 00:00:00-07:00,4468,72,14,7,north,79
5673,2025-05-14 00:00:00-07:00,9212,66,6,7,north,65
5674,2025-06-02 00:00:00-07:00,4315,70,13,3,south,80
5675,2025-06-12 00:00:00-07:00,2637,16,14,11,north,19
5676,2025-07-05 00:00:00-07:00,7276,53,3,9,east,47
5677,2025-05-13 00:00:00-07:00,6802,49,5,4,west,50
5678,2025-05-16 00:00:00-07:00,8339,66,19,11,south,74
5679,2025-06-11 00:00:00-07:00,9294,15,9,6,west,18
5680,2025-07-04 00:00:00-07:00,8915,14,9,10,west,13
5681,2025-06-02 00:00:00-07:00,8711,14,11,3,west,22
5682,2025-06-05 00:00:00-07:00,639,13,4,8,north,9
5683,2025-05-25 00:00:00-07:00,4246,16,3,8,east,11
5684,2025-07-04 00:00:00-07:00,7086,85,11,14,east,82
5685,2025-05-18 00:00:00-07:00,8749,81,9,13,west,77
5686,2025-06-17 00:00:00-07:00,4377,33,9,1,east,41
5687,2025-05-11 00:00:00-07:00,4038,92,7,0,east,99
5688,2025-05-15 00:00:00-07:00,1835,75,1,3,west,73
5689,2025-06-18 00:00:00-07:00,9347,53,7,14,south,46
5690,2025-06-12 00:00:00-07:00,3344,60,6,11,north,55
5691,2025-06-02 00:00:00-07:00,8121,41,0,6,west,35
5692,2025-06-24 00:00:00-07:00,6154,87,19,14,west,92
5693,2025-05-12 00:00:00-07:00,1945,51,1,10,west,42
5694,2025-06-09 00:00:00-07:00,4659,7,5,7,north,5
5695,2025-06-23 00:00:00-07:00,8839,80,1,7,west,74
5696,2025-05-15 00:00:00-07:00,8960,82,17,0,east,99
5697,2025-06-05 00:00:00-07:00,1810,52,1,12,north,41
5698,2025-05-12 00:00:00-07:00,9492,73,13,9,west,77
5699,2025-06-12 00:00:00-07:00,61,87,12,10,south,89
5700,2025-06-26 00:00:00-07:00,9462,72,8,14,west,66
5701,2025-05-17 00:00:00-07:00,9867,10,13,0,north,23
5702,2025-06-12 00:00:00-07:00,1343,39,17,11,north,45
5703,2025-07-02 00:00:00-07:00,1883,54,4,7,west,51
5704,2025-05-31 00:00:00-07:00,4814,40,9,9,south,40
5705,2025-05-09 00:00:00-07:00,3135,35,12,0,east,47
5706,2025-07-06 00:00:00-07:00,6102,91,17,11,west,97
5707,2025-06-07 00:00:00-07:00,9068,10,0,2,east,8
5708,2025-06-21 00:00:00-07:00,1092,36,8,1,,43
5709,2025-05-28 00:00:00-07:00,9962,26,13,6,north,33
5710,2025-07-01 00:00:00-07:00,5804,65,7,2,west,70
5711,2025-06-04 00:00:00-07:00,6301,47,12,10,south,49
5712,2025-05-15 00:00:00-07:00,7656,33,13,7,south,39
5713,2025-05-24 00:00:00-07:00,7536,92,10,11,west,91
5714,2025-05-24 00:00:00-07:00,7747,39,3,2,north,40
5715,2025-06-09 00:00:00-07:00,1819,65,3,3,south,65
5716,2025-06-26 00:00:00-07:00,2605,4,2,5,south,1
5717,2025-06-05 00:00:00-07:00,5003,97,18,9,east,106
5718,2025-05-29 00:00:00-07:00,330,69,2,2,east,69
5719,2025-05-09 00:00:00-07:00,8103,92,7,9,south,90
5720,2025-05-22 00:00:00-07:00,9095,94,0,11,south,83
5721,2025-06-16 00:00:00-07:00,1260,88,6,14,south,80
5722,2025-05-20 00:00:00-07:00,3493,37,6,2,east,41
5723,2025-06-06 00:00:00-07:00,5040,22,13,14,east,21
5724,2025-05-24 00:00:00-07:00,1990,62,4,0,east,66
5725,2025-07-01 00:00:00-07:00,6899,86,14,13,east,87
5726,2025-06-11 00:00:00-07:00,9814,98,1,10,west,89
5727,2025-07-01 00:00:00-07:00,2956,45,14,8,west,51
5728,2025-07-04 00:00:00-07:00,6303,78,10,3,west,85
5729,2025-07-06 00:00:00-07:00,4796,74,17,8,east,83
5730,2025-05-21 00:00:00-07:00,9488,18,10,6,north,22
5731,2025-06-22 00:00:00-07:00,3012,21,13,3,west,31
5732,2025-06-05 00:00:00-07:00,8495,40,3,0,east,43
5733,2025-06-16 00:00:00-07:00,1150,55,12,7,west,60
5734,2025-06-02 00:00:00-07:00,7090,80,9,14,south,75
5735,2025-07-05 00:00:00-07:00,9824,19,8,1,north,26
5736,2025-05-28 00:00:00-07:00,1674,39,2,11,north,30
5737,2025-06-14 00:00:00-07:00,5754,63,10,11,north,62
5738,2025-05-17 00:00:00-07:00,2884,34,14,0,west,48
5739,2025-05-10 00:00:00-07:00,8536,89,11,14,south,86
5740,2025-05-22 00:00:00-07:00,8083,98,12,3,west,107
5741,2025-05-18 00:00:00-07:00,5983,46,4,9,east,41
5742,2025-06-08 00:00:00-07:00,1663,88,14,2,south,100
5743,2025-06-02 00:00:00-07:00,752,13,5,14,west,4
5744,2025-05-15 00:00:00-07:00,9477,98,17,12,west,103
5745,2025-06-26 00:00:00-07:00,8264,73,18,14,west,77
5746,2025-05-21 00:00:00-07:00,4807,89,19,1,north,107
5747,2025-06-21 00:00:00-07:00,2407,6,12,13,north,5
5748,2025-06-28 00:00:00-07:00,9721,2,17,10,east,9
5749,2025-05-25 00:00:00-07:00,1383,91,17,13,west,95
5750,2025-06-13 00:00:00-07:00,3397,5,9,2,east,12
5751,2025-07-04 00:00:00-07:00,729,59,3,10,east,52
5752,2025-06-08 00:00:00-07:00,2663,99,10,6,west,103
5753,2025-05-28 00:00:00-07:00,4097,31,1,3,west,29
5754,2025-06-03 00:00:00-07:00,8107,74,18,12,south,80
5755,2025-05-25 00:00:00-07:00,4899,16,18,7,north,27
5756,2025-05-08 00:00:00-07:00,869,14,17,8,east,23
5757,2025-05-12 00:00:00-07:00,4064,91,14,3,west,102
5758,2025-06-08 00:00:00-07:00,6612,85,17,4,south,98
5759,2025-05-09 00:00:00-07:00,2379,98,12,5,west,105
5760,2025-06-29 00:00:00-07:00,5380,18,9,2,west,25
5761,2025-06-09 00:00:00-07:00,6722,83,2,8,south,77
5762,2025-05-20 00:00:00-07:00,8933,8,17,1,west,24
5763,2025-06-21 00:00:00-07:00,1642,87,6,4,south,89
5764,2025-06-12 00:00:00-07:00,3431,98,10,6,south,102
5765,2025-06-14 00:00:00-07:00,6227,45,15,13,south,47
5766,2025-05-18 00:00:00-07:00,3739,54,15,3,east,66
5767,2025-05-30 00:00:00-07:00,2097,66,11,2,west,75
5768,2025-06-21 00:00:00-07:00,8813,83,3,8,east,78
5769,2025-05-25 00:00:00-07:00,5815,82,4,8,west,78
5770,2025-05-20 00:00:00-07:00,334,40,7,12,west,35
5771,2025-06-24 00:00:00-07:00,4569,76,14,7,south,83
5772,2025-06-26 00:00:00-07:00,8396,53,11,2,east,62
5773,2025-07-05 00:00:00-07:00,7635,46,9,5,east,50
5774,2025-06-22 00:00:00-07:00,6804,41,11,11,east,41
5775,2025-06-06 00:00:00-07:00,290,25,10,5,south,30
5776,2025-05-12 00:00:00-07:00,4508,25,16,7,north,34
5777,2025-06-04 00:00:00-07:00,9169,62,5,14,west,53
5778,2025-06-26 00:00:00-07:00,4059,62,1,13,west,50
5779,2025-06-21 00:00:00-07:00,9424,81,12,13,north,80
5780,2025-06-22 00:00:00-07:00,6959,31,9,3,north,37
5781,2025-06-26 00:00:00-07:00,1001,73,11,0,south,84
5782,2025-06-08 00:00:00-07:00,6133,56,15,8,west,63
5783,2025-07-04 00:00:00-07:00,364,3,13,4,east,12
5784,2025-05-12 00:00:00-07:00,4911,21,2,9,south,14
5785,2025-05-14 00:00:00-07:00,6736,29,8,12,,25
5786,2025-05-21 00:00:00-07:00,2528,94,19,12,east,101
5787,2025-06-29 00:00:00-07:00,5302,61,1,5,north,57
5788,2025-06-05 00:00:00-07:00,1619,39,17,2,west,54
5789,2025-06-10 00:00:00-07:00,7735,60,2,9,south,53
5790,2025-07-02 00:00:00-07:00,4662,37,0,12,west,25
5791,2025-06-10 00:00:00-07:00,1854,62,2,6,east,58
5792,2025-05-19 00:00:00-07:00,5958,87,15,12,east,90
5793,2025-06-07 00:00:00-07:00,9627,12,17,14,west,15
5794,2025-06-16 00:00:00-07:00,5979,65,7,10,east,62
5795,2025-05-10 00:00:00-07:00,578,77,14,4,south,87
5796,2025-06-23 00:00:00-07:00,7119,53,12,0,north,65
5797,2025-06-11 00:00:00-07:00,545,70,4,4,west,70
5798,2025-05-13 00:00:00-07:00,7674,14,2,11,east,5
5799,2025-06-09 00:00:00-07:00,8455,55,2,10,south,47
5800,2025-05-27 00:00:00-07:00,7852,94,10,0,north,104
5801,2025-06-18 00:00:00-07:00,9646,31,10,14,north,27
5802,2025-07-03 00:00:00-07:00,8961,45,6,4,north,47
5803,2025-06-17 00:00:00-07:00,3710,44,1,3,south,42
5804,2025-05-30 00:00:00-07:00,8837,56,11,2,north,65
5805,2025-05-31 00:00:00-07:00,7795,68,14,9,south,73
5806,2025-07-04 00:00:00-07:00,5061,59,5,14,east,50
5807,2025-05-17 00:00:00-07:00,1294,94,17,3,east,108
5808,2025-06-04 00:00:00-07:00,7406,82,4,1,,85
5809,2025-05-12 00:00:00-07:00,6707,22,14,2,north,34
5810,2025-06-26 00:00:00-07:00,9738,0,2,2,south,0
5811,2025-05-09 00:00:00-07:00,16,99,13,7,west,105
5812,2025-06-14 00:00:00-07:00,9535,11,6,2,south,15
5813,2025-05-08 00:00:00-07:00,6756,4,12,10,south,6
5814,2025-05-13 00:00:00-07:00,2793,94,0,4,south,90
5815,2025-06-26 00:00:00-07:00,3440,85,2,2,west,85
5816,2025-06-01 00:00:00-07:00,39,84,6,12,south,78
5817,2025-07-01 00:00:00-07:00,8313,8,18,0,south,26
5818,2025-06-05 00:00:00-07:00,6634,83,11,0,north,94
5819,2025-05-17 00:00:00-07:00,8884,9,10,8,east,11
5820,2025-06-02 00:00:00-07:00,1991,13,15,5,east,23
5821,2025-06-07 00:00:00-07:00,4210,3,16,3,west,16
5822,2025-06-13 00:00:00-07:00,8679,79,6,8,east,77
5823,2025-06-03 00:00:00-07:00,8824,72,5,14,south,63
5824,2025-06-12 00:00:00-07:00,2365,50,16,6,east,60
5825,2025-06-23 00:00:00-07:00,700,21,2,12,north,11
5826,2025-06-05 00:00:00-07:00,8199,65,15,5,west,75
5827,2025-05-08 00:00:00-07:00,5573,63,11,2,west,72
5828,2025-05-29 00:00:00-07:00,9612,6,1,12,south,0
5829,2025-07-05 00:00:00-07:00,4614,61,6,7,west,60
5830,2025-05-20 00:00:00-07:00,359,87,14,5,east,96
5831,2025-06-05 00:00:00-07:00,9326,0,2,14,east,0
5832,2025-06-18 00:00:00-07:00,336,37,1,2,south,36
5833,2025-06-16 00:00:00-07:00,9168,5,18,6,west,17
5834,2025-06-10 00:00:00-07:00,9774,74,17,7,south,84
5835,2025-05-23 00:00:00-07:00,406,97,4,6,north,95
5836,2025-06-11 00:00:00-07:00,8634,6,0,6,north,0
5837,2025-06-11 00:00:00-07:00,9654,90,1,2,north,89
5838,2025-06-03 00:00:00-07:00,4911,73,10,2,east,81
5839,2025-06-08 00:00:00-07:00,4568,71,8,2,north,77
5840,2025-06-08 00:00:00-07:00,8511,88,9,9,north,88
5841,2025-06-08 00:00:00-07:00,1456,93,3,0,west,96
5842,2025-05-31 00:00:00-07:00,1395,59,13,4,north,68
5843,2025-06-11 00:00:00-07:00,5133,79,12,1,west,90
5844,2025-07-06 00:00:00-07:00,742,17,6,4,east,19
5845,2025-07-02 00:00:00-07:00,3889,48,18,3,south,63
5846,2025-05-19 00:00:00-07:00,8141,63,11,14,east,60
5847,2025-06-09 00:00:00-07:00,6514,28,4,13,south,19
5848,2025-05-23 00:00:00-07:00,7068,19,3,2,west,20
5849,2025-05-26 00:00:00-07:00,19,25,0,5,west,20
5850,2025-07-04 00:00:00-07:00,1978,34,4,12,west,26
5851,2025-06-01 00:00:00-07:00,6788,70,6,10,east,66
5852,2025-06-29 00:00:00-07:00,3595,25,13,7,north,31
5853,2025-05-27 00:00:00-07:00,7113,55,17,3,east,69
5854,2025-06-16 00:00:00-07:00,6322,37,10,6,west,41
5855,2025-06-18 00:00:00-07:00,9512,38,19,2,east,55
5856,2025-05-24 00:00:00-07:00,2311,51,0,9,west,42
5857,2025-05-19 00:00:00-07:00,274,46,2,10,south,38
5858,2025-07-05 00:00:00-07:00,5286,91,16,14,south,93
5859,2025-06-15 00:00:00-07:00,6710,29,8,1,east,36
5860,2025-07-06 00:00:00-07:00,8312,11,10,7,south,14
5861,2025-07-02 00:00:00-07:00,1214,24,3,8,east,19
5862,2025-07-03 00:00:00-07:00,8222,31,11,1,north,41
5863,2025-06-22 00:00:00-07:00,1252,91,15,5,east,101
5864,2025-06-18 00:00:00-07:00,9228,4,9,10,south,3
5865,2025-06-16 00:00:00-07:00,4402,74,14,7,west,81
5866,2025-07-04 00:00:00-07:00,4074,60,14,12,south,62
5867,2025-05-08 00:00:00-07:00,7019,49,18,12,north,55
5868,2025-05-08 00:00:00-07:00,6286,1,3,8,west,0
5869,2025-07-03 00:00:00-07:00,6951,68,16,4,east,80
5870,2025-06-21 00:00:00-07:00,2642,58,5,14,west,49
5871,2025-06-05 00:00:00-07:00,5516,56,15,3,east,68
5872,2025-05-26 00:00:00-07:00,9307,7,18,9,south,16
5873,2025-05-18 00:00:00-07:00,3526,71,12,7,east,76
5874,2025-06-04 00:00:00-07:00,2779,55,13,12,west,56
5875,2025-06-04 00:00:00-07:00,8768,71,0,13,south,58
5876,2025-05-28 00:00:00-07:00,2130,36,11,9,north,38
5877,2025-06-01 00:00:00-07:00,6027,7,9,11,north,5
5878,2025-05-18 00:00:00-07:00,8182,68,1,14,north,55
5879,2025-05-28 00:00:00-07:00,1277,9,3,1,south,11
5880,2025-06-26 00:00:00-07:00,3851,26,7,13,east,20
5881,2025-06-20 00:00:00-07:00,8664,71,1,8,west,64
5882,2025-06-21 00:00:00-07:00,2853,55,0,10,east,45
5883,2025-05-29 00:00:00-07:00,5768,1,9,5,west,5
5884,2025-05-23 00:00:00-07:00,5173,7,19,1,east,25
5885,2025-06-07 00:00:00-07:00,4832,37,4,10,north,31
5886,2025-06-24 00:00:00-07:00,89,61,6,9,west,58
5887,2025-06-14 00:00:00-07:00,5573,39,6,0,west,45
5888,2025-06-10 00:00:00-07:00,4308,68,4,5,north,67
5889,2025-05-30 00:00:00-07:00,5561,63,15,12,north,66
5890,2025-05-20 00:00:00-07:00,9686,891,14,3,south,110
5891,2025-05-25 00:00:00-07:00,5370,80,8,10,east,78
5892,2025-06-22 00:00:00-07:00,6335,24,2,14,east,12
5893,2025-06-28 00:00:00-07:00,1088,74,17,9,north,82
5894,2025-06-04 00:00:00-07:00,3521,11,15,6,west,20
5895,2025-05-22 00:00:00-07:00,5695,65,10,14,west,61
5896,2025-06-20 00:00:00-07:00,8907,82,9,9,west,82
5897,2025-05-23 00:00:00-07:00,9899,41,3,5,west,39
5898,2025-05-08 00:00:00-07:00,5791,17,3,1,east,19
5899,2025-06-15 00:00:00-07:00,2256,52,0,13,west,39
5900,2025-06-06 00:00:00-07:00,5112,8,12,14,south,6
5901,2025-06-09 00:00:00-07:00,2341,60,8,5,south,63
5902,2025-07-01 00:00:00-07:00,1431,83,14,5,west,92
5903,2025-06-23 00:00:00-07:00,6650,43,1,12,west,32
5904,2025-06-16 00:00:00-07:00,2511,21,4,4,east,21
5905,2025-06-25 00:00:00-07:00,2966,63,9,2,,70
5906,2025-06-08 00:00:00-07:00,3488,69,14,4,south,79
5907,2025-05-27 00:00:00-07:00,6096,77,7,6,south,78
5908,2025-06-12 00:00:00-07:00,8596,23,0,11,south,12
5909,2025-06-26 00:00:00-07:00,8042,47,6,0,east,53
5910,2025-06-27 00:00:00-07:00,7301,20,17,10,west,27
5911,2025-06-02 00:00:00-07:00,7107,27,6,3,south,30
5912,2025-06-22 00:00:00-07:00,2616,33,16,9,north,40
5913,2025-05-20 00:00:00-07:00,7686,63,18,2,south,79
5914,2025-06-01 00:00:00-07:00,7925,84,14,12,west,86
5915,2025-06-23 00:00:00-07:00,9127,67,18,7,south,78
5916,2025-06-30 00:00:00-07:00,3701,0,14,9,south,5
5917,2025-05-29 00:00:00-07:00,30,84,13,2,west,95
5918,2025-06-04 00:00:00-07:00,2148,58,4,2,south,60
5919,2025-05-25 00:00:00-07:00,766,40,1,14,south,27
5920,2025-06-05 00:00:00-07:00,717,68,14,13,north,69
5921,2025-06-04 00:00:00-07:00,5336,60,7,2,east,65
5922,2025-07-03 00:00:00-07:00,4130,38,17,13,north,42
5923,2025-06-27 00:00:00-07:00,33,78,6,4,south,80
5924,2025-06-02 00:00:00-07:00,350,86,3,6,north,83
5925,2025-06-18 00:00:00-07:00,1992,11,10,12,east,9
5926,2025-06-07 00:00:00-07:00,8966,9,5,5,west,9
5927,2025-06-01 00:00:00-07:00,9147,71,9,7,east,73
5928,2025-06-24 00:00:00-07:00,6954,89,9,10,west,88
5929,2025-06-15 00:00:00-07:00,5840,27,19,14,east,32
5930,2025-06-18 00:00:00-07:00,7280,21,15,13,south,23
5931,2025-06-22 00:00:00-07:00,5061,73,16,0,east,89
5932,2025-06-29 00:00:00-07:00,5235,14,11,1,west,24
5933,2025-05-30 00:00:00-07:00,2788,31,1,3,west,29
5934,2025-06-04 00:00:00-07:00,9706,6,16,11,north,11
5935,2025-06-17 00:00:00-07:00,6179,58,13,13,south,58
5936,2025-06-07 00:00:00-07:00,6604,99,15,4,east,110
5937,2025-05-09 00:00:00-07:00,9716,40,6,5,south,41
5938,2025-06-17 00:00:00-07:00,8952,22,10,5,south,27
5939,2025-05-09 00:00:00-07:00,681,49,18,6,north,61
5940,2025-06-12 00:00:00-07:00,4840,58,2,2,south,58
5941,2025-05-26 00:00:00-07:00,8561,81,8,10,south,79
5942,2025-07-03 00:00:00-07:00,5536,72,6,7,north,71
5943,2025-06-22 00:00:00-07:00,4432,44,1,5,east,40
5944,2025-06-20 00:00:00-07:00,2326,85,12,6,north,91
5945,2025-05-17 00:00:00-07:00,5920,67,1,1,east,67
5946,2025-06-20 00:00:00-07:00,3021,42,2,12,west,32
5947,2025-06-01 00:00:00-07:00,5770,58,18,7,west,69
5948,2025-05-21 00:00:00-07:00,6346,25,0,5,east,20
5949,2025-07-05 00:00:00-07:00,4987,2,11,11,west,2
5950,2025-06-23 00:00:00-07:00,7857,64,8,12,west,60
5951,2025-06-05 00:00:00-07:00,4024,35,15,1,west,49
5952,2025-05-15 00:00:00-07:00,3070,53,3,0,west,56
5953,2025-05-17 00:00:00-07:00,4923,47,15,2,east,60
5954,2025-05-30 00:00:00-07:00,7035,29,9,3,north,35
5955,2025-05-28 00:00:00-07:00,3662,98,4,2,east,100
5956,2025-05-23 00:00:00-07:00,1252,45,3,0,south,48
5957,2025-05-24 00:00:00-07:00,9252,65,2,5,north,62
5958,2025-06-26 00:00:00-07:00,8665,61,9,13,west,57
5959,2025-06-09 00:00:00-07:00,986,21,16,12,south,25
5960,2025-06-20 00:00:00-07:00,839,58,14,11,west,61
5961,2025-06-15 00:00:00-07:00,9231,31,18,1,south,48
5962,2025-05-27 00:00:00-07:00,5520,28,2,7,south,23
5963,2025-06-09 00:00:00-07:00,899,90,16,0,east,106
5964,2025-06-22 00:00:00-07:00,1404,83,12,2,east,93
5965,2025-05-12 00:00:00-07:00,858,7,19,14,east,12
5966,2025-05-11 00:00:00-07:00,4996,28,4,10,west,22
5967,2025-06-14 00:00:00-07:00,7618,96,11,6,east,101
5968,2025-05-24 00:00:00-07:00,57,62,10,2,east,70
5969,2025-06-30 00:00:00-07:00,865,52,10,1,west,61
5970,2025-06-17 00:00:00-07:00,4022,86,5,6,west,85
